funding_rounds,founder_experience_years,team_size,market_size_billion,product_traction_users,burn_rate_million,revenue_million,investor_type,sector,founder_background,outcome
1,11,233,118.02779642181363,175147,2.701835038788937,344986.26716004364,tier2_vc,AI,first_time,Failure
3,3,123,11.72492161230082,118066,3.3500262246405077,135205.15991970987,none,Crypto,first_time,Failure
2,17,118,44.62997450721667,14823,3.8400760823970845,71468.46022761347,tier2_vc,Health,ex_bigtech,Failure
1,8,52,40.302113206439046,360725,19.713720674862007,325660.6546777361,tier1_vc,Health,ex_bigtech,Failure
3,9,121,27.249635313761587,218169,7.445423793114919,235715.71705430048,tier2_vc,Fintech,academic,Failure
5,24,288,21.534115036250252,332549,41.237537668057826,399295.0117349817,none,AI,serial_founder,Acquisition
3,24,6,11.897212418704191,301240,3.6285271151037044,824260.2194175232,angel,Ecommerce,first_time,Acquisition
1,0,27,15.832974093246355,252354,15.773897737976842,659971.3092977603,tier2_vc,Health,first_time,Failure
1,15,176,2.2189475452618925,283667,10.975014175318288,1173363.5897021445,tier2_vc,Fintech,academic,Failure
1,21,292,25.090302617250064,472857,23.26589304077168,1318233.3268881373,tier1_vc,Climate,academic,Acquisition
1,18,99,14.263798487003024,253142,22.43323284652759,157196.16270574313,tier1_vc,Climate,first_time,Failure
2,0,162,35.389623547130775,225406,9.81554235014047,803116.6266373595,none,Ecommerce,first_time,Failure
3,9,173,20.84855231957647,419917,11.917646947599781,427902.16640582535,tier2_vc,Fintech,ex_bigtech,Failure
2,17,161,23.127258046337683,396119,10.032677474374776,1516946.3414045395,tier2_vc,AI,first_time,Acquisition
2,18,133,20.46576924853548,472646,10.275960644079836,1148658.8464616975,angel,Health,ex_bigtech,Acquisition
2,24,73,7.560800007084271,266979,2.0754215652233254,329204.91665551293,none,AI,first_time,Failure
5,13,165,14.2602190328336,311373,5.450832284538981,769222.4044572567,tier2_vc,AI,ex_bigtech,Acquisition
1,14,274,11.755212079970272,464830,15.355398555213627,2133268.685564209,angel,Ecommerce,first_time,Acquisition
2,22,85,17.14352762885852,305319,7.093470000531887,740335.6086607553,tier2_vc,Crypto,first_time,Acquisition
2,6,289,13.437777641634334,384870,7.137664753729471,1885642.2136481414,tier2_vc,Climate,first_time,Acquisition
1,20,109,58.09344767137226,517308,10.076179318031121,1233668.9906954963,angel,Ecommerce,serial_founder,Acquisition
3,16,117,51.098701556165125,351085,37.97748924735809,1485387.3249360593,tier2_vc,Climate,academic,Acquisition
6,12,150,44.4088063239142,64540,11.678919911149722,273000.17197464703,tier2_vc,Health,first_time,Failure
3,16,229,74.82557125415676,8357,2.8401120491056244,14967.019002866922,none,AI,ex_bigtech,Failure
0,1,245,18.063912002721686,181734,9.579355820592077,784272.9012283318,none,Climate,ex_bigtech,Failure
3,0,50,8.27220247912253,76743,9.451259706217792,268435.1649096111,tier2_vc,SaaS,first_time,Failure
3,21,21,4.148970813996842,280605,6.9031120426461525,646594.9759731118,tier2_vc,Health,academic,Acquisition
3,9,147,30.75920018722336,179873,21.146997143807734,687488.077119079,angel,Ecommerce,first_time,Failure
2,6,291,13.54633648799054,253399,3.504155441548261,985641.8327574919,angel,AI,ex_bigtech,Acquisition
2,18,45,6.189135740856484,234926,6.509356565003942,1172883.4044667163,tier2_vc,Fintech,ex_bigtech,Acquisition
0,12,85,6.34453295942154,563648,15.898136154427844,1034801.8324119117,tier1_vc,Climate,first_time,Failure
3,6,200,11.446395056049282,324007,25.96515418489532,955633.6302846504,angel,Ecommerce,first_time,Failure
0,24,291,14.274422089743823,358785,8.724471851423564,1011453.8295704374,none,Health,ex_bigtech,Acquisition
2,7,197,5.934748836809155,78223,5.256512099032546,275002.978076348,tier2_vc,SaaS,serial_founder,Acquisition
3,11,50,16.56092467333103,260072,3.8326940674680476,620693.6907514192,tier2_vc,Ecommerce,first_time,Failure
1,20,241,187.40839936156942,395608,28.20729434998338,430722.45592473896,tier1_vc,Ecommerce,serial_founder,Failure
1,4,3,9.931965267743747,497550,16.61643803367479,274749.40212866955,tier1_vc,Crypto,academic,Failure
1,23,266,44.72026686417777,173342,42.46931018617733,194328.27901175295,angel,Fintech,first_time,Failure
1,7,262,2.7086787030119015,316604,10.745116386694125,792008.1150311907,tier1_vc,Health,ex_bigtech,Failure
2,1,251,42.57055983555381,102622,10.086828475834821,75187.10110496257,angel,Crypto,academic,Failure
3,0,209,7.154142752893022,527897,7.000837325772956,1432941.9850093066,angel,SaaS,first_time,Acquisition
0,18,182,37.842839537167244,211306,17.44109621038506,135068.52995751475,none,SaaS,academic,Failure
3,10,21,16.97878389075517,317225,12.627580108125724,179134.88133001133,none,Climate,first_time,Failure
1,1,80,47.207633253524136,65851,11.34338455412794,82568.8792419248,angel,Health,serial_founder,Failure
4,3,21,31.578852740304736,140654,14.103001454164195,364848.2767032041,tier1_vc,Climate,serial_founder,Failure
2,18,243,16.91749436923486,277596,9.622281094202002,674678.6360735997,angel,Fintech,ex_bigtech,Acquisition
5,17,298,94.08713235958206,466962,20.03521668451932,1049252.6884059152,angel,Health,first_time,IPO
2,5,3,14.831252680138437,270685,8.192217369039774,1003452.593190876,none,Fintech,first_time,Failure
1,0,183,47.846879530154055,371528,5.1016965612890575,1054156.0024000579,none,Health,first_time,Failure
2,7,192,18.50140146243255,735593,8.90553302810395,2590393.5099477908,tier2_vc,Crypto,first_time,Acquisition
3,23,120,7.042759860138956,260555,11.30798499467264,1231692.3831901546,angel,Climate,first_time,Acquisition
2,7,271,4.255004690287577,119087,3.8382151686081474,388529.82147215406,tier2_vc,Climate,first_time,Failure
1,8,6,7.928379610057721,283078,17.003345510873498,1321616.5534600315,none,Health,ex_bigtech,Failure
2,20,188,6.357895840734453,365081,8.635729653059041,183409.82614222378,tier1_vc,Climate,first_time,Failure
2,22,184,27.678577739574177,274275,3.691017824988355,788592.2750411066,none,Climate,academic,Failure
0,14,262,119.28154000324463,419207,13.087281590202613,313650.04337458283,none,Climate,first_time,Failure
2,6,35,23.71235947727301,66911,10.345593751681825,106169.49302286864,tier2_vc,SaaS,academic,Failure
1,14,280,84.505486330259,314942,7.985076038891763,1315490.994153194,angel,SaaS,ex_bigtech,Acquisition
1,18,127,36.61639572156467,183591,4.429607718269902,898618.2991324704,angel,Ecommerce,ex_bigtech,Failure
2,20,284,27.393666568921823,338591,9.779160207551127,1030335.2145155245,angel,Health,academic,Acquisition
4,7,289,4.905791631188863,286558,10.214315355700954,720408.5816393865,tier2_vc,AI,first_time,Failure
1,5,209,62.099702674210185,410189,5.258788273626786,1584074.3702885255,none,Crypto,first_time,Acquisition
0,20,273,32.24091691084962,379368,13.002428488274441,1224977.5515767334,tier2_vc,Climate,serial_founder,Acquisition
3,14,286,125.09239007609223,432056,14.245391334703708,267077.9100514824,angel,Ecommerce,academic,Acquisition
1,22,25,5.726059404274987,155313,14.29678587995922,699714.0948592905,tier2_vc,Fintech,ex_bigtech,Acquisition
2,18,28,12.953172100650331,440217,6.692461164541582,1337595.8713848956,none,Climate,first_time,Acquisition
4,12,41,33.67110653231112,407142,13.119556906972148,1922522.1845545943,angel,AI,first_time,Acquisition
2,9,196,55.091116703837756,462112,28.95393997583741,1561857.379979183,tier2_vc,Health,first_time,Failure
3,7,187,89.05827890580869,351226,2.317291825646504,391702.6032163556,none,AI,academic,Failure
3,21,281,5.852290769838975,198319,12.28356880427584,835226.8101679577,tier2_vc,SaaS,first_time,Acquisition
1,5,286,14.544100888286412,428360,7.6575098797333965,824265.8029075353,none,Crypto,ex_bigtech,Acquisition
0,1,71,3.8052554575276005,307243,3.490600601522682,583668.697791127,angel,AI,ex_bigtech,Failure
4,7,133,3.091314335137154,437428,30.823480502933432,380065.8605829064,tier2_vc,Ecommerce,first_time,Acquisition
0,18,15,18.46313505443102,518792,7.819135121919869,1852331.7087198189,angel,AI,first_time,Acquisition
3,18,148,6.8188565402752,255358,35.89022877325886,395805.4788487069,none,Fintech,academic,Failure
1,12,179,77.91956353363182,226085,1.5402157649784434,789774.3408249865,none,Fintech,ex_bigtech,Acquisition
2,3,239,5.991159169267782,219016,5.054360125016648,753742.8076396283,angel,Health,academic,Failure
2,10,264,1.7218833298844718,16259,16.616949006458174,42467.112994700474,tier2_vc,Crypto,ex_bigtech,Failure
2,7,18,29.63929120363552,249347,5.989326926602871,431401.5593901788,tier2_vc,Climate,first_time,Failure
1,22,189,4.210956599333269,77370,22.358189760915792,325241.2164365188,tier1_vc,AI,ex_bigtech,Acquisition
2,15,55,8.43796533039717,349877,15.25038740193311,1296258.887498864,tier2_vc,Climate,academic,Acquisition
2,15,24,36.482229497323395,210302,23.075083379683264,115649.41658577303,tier1_vc,Climate,serial_founder,Failure
1,21,293,45.922523692736526,162377,5.108109380334368,559815.0415326641,tier2_vc,Climate,ex_bigtech,Acquisition
6,14,265,48.52989694070358,290477,14.069192901033926,1338845.8592940401,tier1_vc,Climate,first_time,Acquisition
5,6,141,55.5753902295193,54555,11.008379001315411,131332.89136784428,tier2_vc,Ecommerce,first_time,Failure
1,18,145,15.96076012071813,190801,8.850632362860216,544332.9695643776,tier2_vc,Health,academic,Failure
1,17,48,30.542779575375523,197935,26.04302072450549,388846.17085074,tier2_vc,Fintech,ex_bigtech,Failure
3,19,30,7.562378966150383,430129,13.463329885252152,325540.29749396106,tier2_vc,Ecommerce,ex_bigtech,Acquisition
1,4,203,10.356365474715782,469018,6.473655129399833,1344115.5564785115,none,Crypto,first_time,Acquisition
2,6,81,14.478629132878597,218037,13.793546411428792,407978.84847149905,tier1_vc,SaaS,serial_founder,Acquisition
3,22,108,30.767475895091238,195186,5.91986779460257,621486.3183590696,tier2_vc,Ecommerce,academic,Failure
2,22,132,97.44741963308225,192407,28.80020437772362,324544.4482850463,tier2_vc,Climate,first_time,Failure
2,14,97,1.2426674185552469,547338,6.660535509883436,1921836.9408831848,none,SaaS,academic,Acquisition
1,4,239,40.33564116104232,248592,3.9330037974609575,1085774.082380309,none,Crypto,ex_bigtech,Failure
1,3,243,7.665068133316242,296752,4.028147435082579,516143.3423805737,none,Ecommerce,first_time,Failure
2,18,104,51.915567823992696,190314,68.49687448941279,600973.2888430512,angel,Climate,academic,Failure
1,11,172,75.7643705027325,110861,3.8004169333620315,331457.95125626406,tier2_vc,Ecommerce,first_time,Failure
1,14,229,97.83163751771875,548592,3.118184345787011,1251466.5216675708,angel,Ecommerce,ex_bigtech,Acquisition
1,0,191,28.29310760897048,402888,16.412074477574453,839476.1373841941,angel,Health,first_time,Failure
2,16,233,2.236322254570639,402234,15.251000343433772,1215884.5408697915,angel,Climate,first_time,Failure
2,5,129,94.30355366003143,162626,2.9149217209393674,645971.707142857,none,SaaS,academic,Failure
3,10,26,66.50027055223072,233230,16.13980066402303,577863.6727937979,tier1_vc,Climate,first_time,Failure
2,4,231,10.117811853010497,356480,17.18605211908769,484638.52731161664,angel,Ecommerce,academic,Failure
1,10,272,28.737107269595395,600712,10.761259283105304,1224168.9331142295,none,Climate,first_time,Acquisition
4,1,215,36.157910491031146,149741,12.44301536595688,102671.35540567612,none,Ecommerce,first_time,Failure
1,3,270,152.04517339545842,196681,12.940095693876678,418992.45421067084,tier2_vc,Health,academic,Acquisition
3,13,105,3.801768676103773,326206,10.045256823285085,340343.2337798165,tier2_vc,AI,ex_bigtech,Failure
0,18,224,13.688566180363464,176228,21.653589190590218,226925.11102980102,tier2_vc,SaaS,ex_bigtech,Acquisition
2,24,101,121.10502594192005,192963,12.355722963792726,378987.7622214558,tier2_vc,Crypto,serial_founder,Failure
2,8,292,15.954776421294147,514515,4.967444090378441,1684009.1368017197,tier2_vc,Health,ex_bigtech,Acquisition
1,3,60,2.9105787981671494,422602,3.396423488124487,1473792.114125961,tier2_vc,Climate,first_time,Acquisition
2,8,218,31.293902828812556,85457,11.977633931663268,359769.9901447511,tier2_vc,Health,academic,Failure
1,12,264,6.793909137153435,463018,7.5731327941863755,1748541.2350727879,tier2_vc,Fintech,ex_bigtech,Acquisition
2,21,86,9.456795716248866,191056,11.945931419554439,471712.03939052793,tier2_vc,Health,first_time,Failure
1,4,37,29.00670759116021,419940,60.496775004316305,581136.9842104262,tier1_vc,AI,serial_founder,Failure
1,0,114,39.29276285435944,120784,4.170989544370412,555890.4635278429,angel,Crypto,academic,Failure
0,11,199,61.882731451795735,260955,8.183907643858996,587538.0074638105,none,Crypto,serial_founder,Failure
0,22,79,194.54610553406292,249090,15.976012921719235,594635.3633272426,angel,Ecommerce,serial_founder,Failure
0,6,103,26.052932735096977,361113,19.46728402245695,593527.2812245607,angel,Ecommerce,first_time,Failure
1,24,288,14.533906924670761,345968,17.741202709391825,1195616.6757716225,tier2_vc,Fintech,ex_bigtech,Failure
2,3,113,12.501266938524818,147811,4.39196124396534,170667.80257841438,angel,Fintech,first_time,Failure
4,24,181,17.08949304668991,192595,12.97216991577852,619651.726349046,tier2_vc,Health,ex_bigtech,Acquisition
2,20,203,8.49334843422044,128440,2.426211187387803,70004.21601988745,angel,Fintech,ex_bigtech,Failure
0,20,123,18.313462407326416,50699,24.416500078279004,172697.73037359962,none,SaaS,ex_bigtech,Failure
3,19,134,69.39937685643184,240687,17.537306790343163,949805.118951269,tier2_vc,Climate,first_time,Acquisition
0,0,188,4.584599535041685,333349,12.276223594207215,973604.1983960514,angel,Crypto,first_time,Failure
2,4,146,20.504094489112155,430925,28.254231943771824,393604.9175687753,none,Climate,first_time,Acquisition
2,21,18,12.858827054797661,131166,5.288889256548634,377528.0127469236,tier2_vc,SaaS,serial_founder,Acquisition
2,20,56,9.732171209960349,275016,15.778583726760216,1368622.1944042365,tier2_vc,SaaS,serial_founder,Acquisition
2,14,172,38.622366551629014,273400,7.538921935841707,917024.8158422818,angel,SaaS,ex_bigtech,Acquisition
2,21,35,4.990728493214129,235573,5.451407099680892,429865.46062750043,none,SaaS,first_time,Failure
3,3,7,38.37823080223265,185091,7.891276399028918,481302.20979100117,angel,Health,first_time,Failure
1,11,53,10.91311630701327,76245,21.86717717337156,53676.65706425016,angel,Climate,first_time,Failure
8,10,25,11.439289782376346,309175,12.949249053773466,849356.7018860796,tier2_vc,Crypto,first_time,Acquisition
3,21,127,30.611276106410624,239759,41.77275850596193,1194658.4206455846,none,Health,academic,Acquisition
0,3,43,9.686471050830573,240846,10.089139879840685,1126694.658958415,tier2_vc,SaaS,ex_bigtech,Failure
1,21,299,12.153245862368133,273793,5.177031436886563,1352889.0908212552,angel,AI,ex_bigtech,IPO
2,24,132,3.919872998461531,72123,3.409666377689487,81657.2478180117,angel,Climate,first_time,Acquisition
0,15,214,57.80728692687271,404602,25.886560755881398,878072.5024973742,tier2_vc,Health,ex_bigtech,Acquisition
1,19,224,4.073476019704646,25486,4.044053439362858,88677.27891721453,tier1_vc,Fintech,first_time,Failure
0,19,133,82.87387738356246,76569,60.69538237405804,100308.70530660187,none,Health,academic,Failure
2,17,22,68.66340369335725,475074,3.5198498031925167,1359712.5417817072,tier2_vc,Fintech,academic,Acquisition
4,13,6,53.894128817642674,269244,1.2858801786996905,633568.4228209249,tier1_vc,SaaS,first_time,Failure
1,22,288,8.313153617081303,228038,12.878954725868159,855621.1494977628,tier2_vc,Crypto,ex_bigtech,Acquisition
3,21,258,19.918911395749642,189916,15.36573159087075,734359.3778151666,tier2_vc,Ecommerce,first_time,Acquisition
4,21,151,19.73599448934246,292129,7.067580016327506,956891.5993466101,none,AI,first_time,Acquisition
2,8,149,41.87182763182676,1736,25.328997862971946,1560.7859878388413,none,Climate,first_time,Failure
3,18,59,39.56644599984062,80757,48.331026888940876,237091.26839842106,none,Health,first_time,Failure
0,5,18,39.44451862039485,374663,3.2242921121703425,1145813.4147919363,tier2_vc,Health,first_time,Failure
3,19,168,19.19259982072286,224906,17.500370179698457,326785.9385587947,tier2_vc,Health,ex_bigtech,Acquisition
4,23,103,25.612356861029212,329941,7.408695375099653,1454015.0069720305,none,Fintech,ex_bigtech,Acquisition
0,23,274,8.314769215650806,168539,4.177203775577186,549363.1519879918,tier2_vc,AI,academic,Failure
0,15,118,10.20602493392975,331012,2.1714115259000577,987604.0501308787,tier2_vc,Climate,first_time,Acquisition
1,22,103,9.77417136175208,321578,4.927198654840907,1059786.1961044713,tier2_vc,Health,first_time,Acquisition
2,16,114,32.903230841371325,312441,6.946928070186858,1294595.1632504782,tier2_vc,SaaS,first_time,Failure
3,12,15,158.1884064331426,216451,9.725023544661104,797316.1467909304,tier2_vc,AI,first_time,Acquisition
2,13,73,23.19022477149847,40211,8.93688075471206,147206.89280029453,none,Ecommerce,first_time,Failure
2,0,176,21.72726535958596,257158,31.772914539688614,548390.346213007,tier1_vc,Fintech,serial_founder,Failure
2,24,54,45.75520530583652,504272,16.537745677837133,1907210.6466467455,tier2_vc,SaaS,serial_founder,IPO
2,16,49,209.06646694976442,198841,19.020014468636894,227986.56425025465,tier2_vc,Ecommerce,ex_bigtech,Acquisition
1,14,121,28.371471997013913,195911,5.40526098983394,826225.8296149283,tier2_vc,SaaS,academic,Acquisition
2,23,129,31.23455886958492,28036,16.79167879100304,76396.69641361183,tier2_vc,Climate,ex_bigtech,Failure
1,17,282,26.447302592813212,215549,13.049663437765533,318559.26957396476,none,Ecommerce,first_time,Acquisition
2,5,28,59.78284377546151,150004,4.307151901540993,216890.3725936572,angel,Crypto,first_time,Failure
1,17,196,6.549726292642947,299261,20.495511550739028,1385797.0428697623,tier1_vc,Fintech,ex_bigtech,Acquisition
3,13,243,10.390191431749704,540088,7.2044743849333805,2492945.027806214,none,Climate,ex_bigtech,IPO
1,13,12,14.483254132467948,254541,11.413138382990985,1025473.8835390589,tier2_vc,Fintech,first_time,Failure
0,23,156,29.496093952612863,128713,4.616257821065148,167705.0230504745,angel,SaaS,first_time,Failure
1,24,142,15.355832513839161,151632,17.300851267979493,114671.19174178685,angel,Ecommerce,ex_bigtech,Failure
3,15,73,20.672851211605042,278432,13.614781670701031,584654.5288528146,angel,Ecommerce,first_time,Failure
2,3,60,17.942858539257085,123196,19.155074529342073,515803.0319751446,tier2_vc,Health,first_time,Failure
3,9,106,61.98450353739173,135480,26.987026420993597,563941.3070614613,angel,Ecommerce,serial_founder,Failure
3,2,158,41.72737336271634,146607,13.175056220198087,505298.5980050188,none,Fintech,academic,Failure
4,22,254,26.852167733586843,202974,24.100946635355776,408765.8927149656,angel,Crypto,first_time,Failure
2,17,164,20.995979852641813,108178,7.1022469865544,106245.77201870833,none,Health,first_time,Failure
3,18,294,5.819551653239036,334536,29.43530723369429,985436.6120703721,angel,Health,ex_bigtech,Acquisition
0,7,235,19.609696628096778,504765,32.92777186018728,910159.1196188286,tier2_vc,Fintech,first_time,Acquisition
2,24,72,5.583939306842308,170831,22.887439727575273,460924.5392814872,tier2_vc,AI,first_time,Failure
1,15,28,18.141448375193015,241405,4.149658732957885,1078433.4738213527,tier2_vc,Health,first_time,Acquisition
4,9,49,4.25531853198546,656782,5.538849792645187,1351974.4431217148,tier2_vc,Crypto,ex_bigtech,IPO
1,17,75,5.928922395457518,130274,14.31267583611598,98222.81924578422,none,Crypto,first_time,Failure
1,9,256,3.5344666746450386,278705,17.194287468416444,761624.2937695853,tier2_vc,Climate,first_time,Acquisition
1,23,3,70.69215879861339,431991,6.531922780342783,441438.3533827524,tier2_vc,Crypto,first_time,Failure
4,1,76,6.995923136494192,159493,6.630787341444508,458389.5079944942,tier2_vc,Climate,first_time,Failure
1,19,48,19.85921257499073,187440,28.14434479220893,703005.1301425033,tier2_vc,AI,ex_bigtech,Failure
1,17,160,184.56096959815684,258608,14.749479379571008,234891.4124385664,angel,Health,first_time,Failure
6,16,136,24.962011426127436,126546,21.227993836429373,152327.4786279261,tier1_vc,Climate,first_time,Acquisition
5,4,240,36.70379959030607,487415,6.992056003842441,576420.7239826877,angel,Fintech,first_time,Acquisition
3,7,71,14.350804457104784,314962,2.4016447139557813,318957.69681623275,none,Ecommerce,first_time,Failure
0,9,117,30.472105280356363,310300,14.944321841854919,1221004.7506635739,tier1_vc,Health,first_time,Failure
0,7,142,7.002909743715473,186255,6.768641305912023,579402.6153441768,tier1_vc,AI,first_time,Acquisition
0,21,237,39.02388533892843,102934,10.306269800894363,406480.478154189,angel,Climate,ex_bigtech,Acquisition
3,4,154,10.74781978691314,143860,17.33919091314987,105885.45414331493,angel,Climate,first_time,Failure
2,17,136,18.285041315885962,486601,10.791748247452489,1619035.4398472933,tier1_vc,SaaS,first_time,Acquisition
2,9,193,10.733574250684008,271011,76.74216811926381,399646.37574841373,tier2_vc,Ecommerce,ex_bigtech,Failure
2,3,132,23.122400052268375,234861,7.471432829264255,295912.2213939242,tier1_vc,SaaS,first_time,Failure
2,20,241,20.380661478863995,283184,16.285816372234766,652707.3733002257,tier2_vc,Climate,first_time,Acquisition
1,5,185,15.27746947447263,225467,15.4785640689928,358683.4727314635,none,AI,ex_bigtech,Failure
1,3,123,85.61521843350805,259680,8.171460723244781,890574.6195356447,tier2_vc,Ecommerce,first_time,Failure
0,13,189,16.125475032774826,236324,14.962712755447715,1005992.747572343,tier2_vc,AI,first_time,Acquisition
1,16,23,10.699711678512658,124705,17.58632744785171,107243.45905567419,tier1_vc,Climate,first_time,Failure
0,22,283,17.14628523969325,95053,3.6782989089091775,168193.01375350496,tier2_vc,Climate,first_time,Failure
1,9,166,61.09866647339863,147692,6.574826473838403,352010.24440657214,none,AI,first_time,Failure
1,22,276,17.802844509393402,560391,16.706400459283405,2392019.302985072,tier1_vc,Fintech,serial_founder,Acquisition
0,8,56,7.777110163405508,353404,11.49721017341877,1033415.346045217,angel,SaaS,ex_bigtech,Failure
2,18,93,7.621437822598082,423372,57.58327508066961,1349125.8403229222,tier2_vc,AI,academic,Acquisition
3,0,70,4.541693945869284,352917,23.277269766688278,873700.5707180633,tier2_vc,Climate,first_time,Failure
2,18,29,3.9991686590076565,287825,31.8440453582398,641025.9011235369,tier2_vc,SaaS,first_time,Acquisition
1,19,75,15.738373692642702,363529,20.161613080778885,1281896.992501318,angel,SaaS,serial_founder,Acquisition
1,17,192,3.797381757191031,618937,6.661910575961607,1128864.9590714946,tier2_vc,Crypto,ex_bigtech,Acquisition
3,5,178,9.220450133506901,316262,1.9213357321860558,825910.5241900944,tier1_vc,Fintech,first_time,Acquisition
0,2,21,20.82205397475473,88116,1.540190529010153,168865.81528120773,tier2_vc,SaaS,academic,Failure
2,21,62,85.97323521326338,34287,2.051579996605127,111261.95254253369,none,Fintech,first_time,Acquisition
2,6,283,8.894120386476274,191478,27.5643106466991,411820.83651415375,tier2_vc,Fintech,ex_bigtech,Failure
3,23,180,31.745275663804037,163189,3.005780252091106,480268.124992116,tier2_vc,Crypto,academic,Failure
2,4,215,35.13917837529129,523034,35.387393595357906,289959.2549088089,tier2_vc,AI,academic,Failure
1,8,88,47.59421280121833,91423,14.655315373928733,388162.0797808116,angel,Health,first_time,Failure
2,22,59,43.479898847025844,812069,30.68531957686506,1859267.2366104857,tier2_vc,Health,academic,Acquisition
1,8,47,70.96187991771156,224701,6.187024453080828,989973.1631055515,tier1_vc,Fintech,serial_founder,Failure
5,15,5,7.860894183639014,178051,29.876193504026556,319216.4960538757,none,Climate,ex_bigtech,Failure
1,24,72,8.958668633223029,76392,34.09316542100165,294286.37051684625,tier1_vc,Health,first_time,Acquisition
4,14,130,16.211423123047442,245847,3.662475987853796,195213.01032734037,none,Fintech,serial_founder,Acquisition
6,19,195,77.99918711587354,242627,13.823238807593771,905891.0949779623,none,Health,ex_bigtech,IPO
0,18,94,16.191002620467753,478850,5.600442353090091,1362279.1699351806,none,SaaS,first_time,Failure
2,18,292,78.31393459567326,613195,19.55775213795022,1298422.6776188053,tier1_vc,Ecommerce,ex_bigtech,Acquisition
0,15,74,34.44678979583911,107995,23.454305702257138,471954.5342375037,tier2_vc,Crypto,ex_bigtech,Acquisition
3,5,218,18.441701924801855,163565,10.239777484167014,675121.2216635125,tier1_vc,SaaS,ex_bigtech,Failure
2,8,98,56.060353776337784,271662,59.50530254096677,1113797.9872228645,tier2_vc,Crypto,ex_bigtech,Failure
1,15,137,57.63836745328366,385263,11.483382868345922,1430395.0596790938,angel,SaaS,first_time,Failure
1,23,238,16.79818839861736,325817,14.479910440628691,1154050.6065906805,none,Fintech,first_time,Acquisition
3,4,137,7.948432324934554,485223,11.947697464969279,1912637.7736301362,none,AI,serial_founder,Acquisition
4,15,79,12.68522623285842,96601,10.451627031607782,441951.68062925834,angel,AI,ex_bigtech,Failure
1,0,56,24.298099170284647,234913,7.388376916823877,536506.3407614368,angel,Crypto,ex_bigtech,Failure
2,5,246,8.531217629740459,231890,6.129901992029634,1125812.932571953,angel,Health,academic,Failure
3,15,256,21.149311917444745,677249,9.181674133216468,1142699.7541366075,angel,AI,academic,Acquisition
0,17,255,16.982733122697134,442736,24.036078997238803,302453.06476680277,tier2_vc,AI,serial_founder,Acquisition
4,21,167,13.474345263570465,293714,15.625876303905175,1205297.0047614004,angel,AI,academic,Acquisition
5,3,193,94.69171642834353,209570,5.894428131444902,886942.3574925553,angel,Ecommerce,serial_founder,Acquisition
1,6,150,6.0071546310123445,270012,13.811860559786938,902932.0297662067,none,SaaS,ex_bigtech,Acquisition
2,4,118,55.26480320428404,406119,7.564887748158162,1996438.3588722858,tier1_vc,SaaS,first_time,Acquisition
1,17,5,94.83234215588045,237866,42.914297782524436,753869.2467993917,none,AI,first_time,Acquisition
4,22,32,11.736893877664272,288885,100.9206529985914,251337.41330615277,tier2_vc,Crypto,academic,Acquisition
1,7,253,10.260263159511558,237379,5.708614940126539,839211.7695569394,angel,Fintech,first_time,Failure
0,12,114,24.671021249563186,497549,13.961697656748234,2201253.680500156,tier2_vc,Ecommerce,academic,Acquisition
2,15,208,21.551264609768467,431788,7.354536967253354,1330150.5632316198,none,Health,academic,Failure
0,19,39,29.840367881966642,117837,6.188937173390639,409573.65083837596,angel,Ecommerce,first_time,Failure
2,3,293,11.26102022674783,430216,2.95656876290084,964414.5079418746,tier2_vc,Ecommerce,first_time,Acquisition
2,2,289,22.06725422946513,501820,9.691390902160887,911699.0241024072,tier1_vc,Crypto,ex_bigtech,Acquisition
1,1,24,59.06610392896886,302925,30.3499478886061,808428.5961438023,angel,Climate,first_time,Failure
3,15,126,11.280569825724154,407718,11.927403211779254,1607262.7096856507,angel,Ecommerce,ex_bigtech,Acquisition
2,0,113,48.73331187751718,275310,7.269148979129574,623960.0246236915,tier2_vc,Climate,ex_bigtech,Failure
1,0,182,26.51020390762878,603277,40.492121362286525,1982315.4441473247,none,Fintech,first_time,Acquisition
1,8,157,69.40725363224085,594065,24.075133625590208,2547319.5913969777,angel,AI,academic,Acquisition
1,10,45,18.534005273000815,42771,24.434081539024145,31676.36586558332,tier2_vc,AI,serial_founder,Failure
1,22,85,12.446757665417087,71198,6.315286298313616,54307.88268200216,none,Crypto,first_time,Failure
2,4,175,53.07491824479739,483187,7.506181399765939,1403876.2119487524,none,Crypto,first_time,Failure
0,19,107,96.61477171809945,410313,8.074392941303744,685059.7174214814,tier2_vc,Crypto,first_time,Acquisition
2,8,260,24.970555181268054,318057,11.116533382874955,812202.0310890884,tier2_vc,SaaS,first_time,Failure
3,7,145,32.87130183978244,121168,6.975851899623948,156533.49214492037,tier2_vc,Climate,ex_bigtech,Failure
3,24,231,8.984693425791978,395437,25.97182913842138,441916.18933790486,tier2_vc,Fintech,ex_bigtech,Acquisition
1,21,218,104.49449112202409,487505,1.4301864379126485,1748680.6058833443,angel,Health,ex_bigtech,Failure
0,0,228,18.865178973026744,170243,26.304935219014695,654581.8031437704,tier2_vc,SaaS,ex_bigtech,Failure
1,7,184,30.166855892246907,677927,9.305220111816793,1665120.5861202746,angel,Climate,academic,Acquisition
0,10,244,69.71099435951498,536832,35.83330405484062,320721.9500242943,tier1_vc,Ecommerce,serial_founder,Failure
